,Unnamed: 0,Unnamed: 0.1,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Week_Number,TS,GR,RA,DZ,SN,FG,BR,HZ,FU,SQ,MI,BC,VC
1555,1555,1555,2,2011-06-11,65,53,59,-10,54,56,6,0,-,-,TSRA RA DZ BR,0.10,29.29,29.94,5.4,2,5.8,23,1,0,1,1,0,0,1,0,0,0,0,0,0
1556,1556,1556,1,2011-06-12,64,50,57,-11,45,52,8,0,0416,1927,BR,0.00,29.38,30.1,8.3,3,8.9,23,0,0,0,0,0,0,1,0,0,0,0,0,0
1557,1557,1557,2,2011-06-12,64,51,58,-11,45,52,7,0,-,-, ,0.00,29.44,30.09,9.4,2,9.9,23,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,1558,1558,1,2011-06-13,72,54,63,-5,43,53,2,0,0416,1927, ,0.00,29.39,30.11,7.5,6,7.8,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1559,1559,1559,2,2011-06-13,71,56,64,-5,43,53,1,0,-,-, ,0.00,29.44,30.11,8.0,6,8.7,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,1560,1560,1,2011-06-14,77,53,65,-3,49,56,0,0,0416,1928, ,0.00,29.25,30.01,7.8,9,8.6,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,1561,1561,2,2011-06-14,77,58,68,-3,49,57,0,3,-,-, ,0.00,29.31,30.0,7.8,9,8.3,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,1562,1562,1,2011-06-15,71,57,64,-4,59,61,1,0,0416,1928,TSRA RA BR,0.80,29.0,29.73,9.2,15,11.2,24,1,0,1,0,0,0,1,0,0,0,0,0,0
1563,1563,1563,2,2011-06-15,72,57,65,-4,59,62,0,0,-,-,TSRA RA BR,0.84,29.07,29.73,8.4,16,11.2,24,1,0,1,0,0,0,1,0,0,0,0,0,0
1564,1564,1564,1,2011-06-16,81,61,71,2,59,63,0,6,0416,1929,RA BR,0.04,29.05,29.76,5.5,29,7.5,24,0,0,1,0,0,0,1,0,0,0,0,0,0
1565,1565,1565,2,2011-06-16,81,62,72,2,59,63,0,7,-,-,RA BR,0.03,29.12,29.75,6.6,26,9.1,24,0,0,1,0,0,0,1,0,0,0,0,0,0
1566,1566,1566,1,2011-06-17,82,60,71,2,60,64,0,6,0416,1929, ,0.00,29.13,29.83,5.8,6,6.6,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,1567,1567,2,2011-06-17,82,64,73,2,60,65,0,8,-,-, ,0.00,29.18,29.81,5.3,7,6.2,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,1568,1568,1,2011-06-18,84,61,73,3,62,65,0,8,0416,1929, ,0.00,29.1,29.82,4.6,6,6.4,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,1569,1569,2,2011-06-18,83,63,73,3,62,66,0,8,-,-, ,0.00,29.16,29.8,4.5,8,6.4,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,1570,1570,1,2011-06-19,81,63,72,2,65,68,0,7,0416,1930, ,0.00,29.03,29.75,4.1,11,5.2,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,1571,1571,2,2011-06-19,83,65,74,2,65,69,0,9,-,-,BR,0.00,29.08,29.73,3.7,14,4.9,24,0,0,0,0,0,0,1,0,0,0,0,0,0
1572,1572,1572,1,2011-06-20,79,65,72,2,67,69,0,7,0416,1930,TSRA RA BR,0.18,29.01,29.72,6.2,16,8.1,25,1,0,1,0,0,0,1,0,0,0,0,0,0
1573,1573,1573,2,2011-06-20,80,69,75,2,67,69,0,10,-,-,TSRA BR,1.23,29.07,29.7,8.0,16,9.5,25,1,0,1,0,0,0,1,0,0,0,0,0,0
1574,1574,1574,1,2011-06-21,89,66,78,8,70,72,0,13,0416,1930,RA BR SQ,0.45,28.92,29.64,11.5,18,12.1,25,0,0,1,0,0,0,1,0,0,1,0,0,0
1575,1575,1575,2,2011-06-21,89,69,79,8,70,73,0,14,-,-,TSRA RA BR,0.08,28.98,29.63,11.0,18,11.8,25,1,0,1,0,0,0,1,0,0,0,0,0,0
1576,1576,1576,1,2011-06-22,73,64,69,-1,63,65,0,4,0417,1931,RA,0.02,28.89,29.59,12.6,21,13.4,25,0,0,1,0,0,0,0,0,0,0,0,0,0
1577,1577,1577,2,2011-06-22,75,66,71,-1,62,65,0,6,-,-, ,0.02,28.95,29.59,12.9,21,13.4,25,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,1578,1578,1,2011-06-23,71,62,67,-3,59,62,0,2,0417,1931,RA BR,0.01,28.9,29.6,11.4,26,12.7,25,0,0,1,0,0,0,1,0,0,0,0,0,0
1579,1579,1579,2,2011-06-23,72,63,68,-3,60,63,0,3,-,-,RA BR,0.05,28.96,29.6,12.6,26,13.5,25,0,0,1,0,0,0,1,0,0,0,0,0,0
1580,1580,1580,1,2011-06-24,68,60,64,-7,56,59,1,0,0417,1931, ,0.00,29.08,29.76,9.4,29,9.6,25,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,1581,1581,2,2011-06-24,68,60,64,-7,55,59,1,0,-,-, ,0.00,29.13,29.76,8.5,29,8.7,25,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,1582,1582,1,2011-06-25,79,58,69,-2,53,60,0,4,0417,1931, ,0.00,29.21,29.92,2.5,10,4.6,25,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,1583,1583,2,2011-06-25,78,61,70,-2,52,60,0,5,-,-,RA,  T,29.28,29.91,3.9,9,5.8,25,0,0,1,0,0,0,0,0,0,0,0,0,0
1584,1584,1584,1,2011-06-26,81,57,69,-2,53,60,0,4,0418,1931, ,0.00,29.23,29.94,5.8,9,6.9,25,0,0,0,0,0,0,0,0,0,0,0,0,0
1585,1585,1585,2,2011-06-26,80,64,72,-2,53,61,0,7,-,-, ,0.00,29.28,29.93,6.5,9,7.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,1586,1586,1,2011-06-27,81,65,73,2,63,67,0,8,0418,1931,RA HZ,0.03,29.08,29.8,6.9,21,10.8,26,0,0,1,0,0,0,0,1,0,0,0,0,0
1587,1587,1587,2,2011-06-27,80,67,74,2,64,67,0,9,-,-,RA BR,0.14,29.15,29.79,6.4,21,9.2,26,0,0,1,0,0,0,1,0,0,0,0,0,0
1588,1588,1588,1,2011-06-28,81,63,72,1,54,61,0,7,0419,1931, ,0.00,29.28,29.98,9.1,30,9.6,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,1589,1589,2,2011-06-28,81,65,73,1,53,61,0,8,-,-, ,0.00,29.34,29.97,7.2,30,8.6,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,1590,1590,1,2011-06-29,81,59,70,-1,56,62,0,5,0419,1931, ,0.00,29.35,30.06,3.7,8,5.4,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,1591,1591,2,2011-06-29,80,63,72,-1,55,62,0,7,-,-, ,0.00,29.41,30.04,3.9,8,5.9,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,1592,1592,1,2011-06-30,88,60,74,2,62,67,0,9,0419,1931, ,  T,29.28,30.0,8.2,17,9.4,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1593,1593,1593,2,2011-06-30,89,66,78,2,61,67,0,13,-,-,TS TSRA RA VCTS,0.03,29.34,29.99,9.2,16,10.6,26,1,0,1,0,0,0,0,0,0,0,0,0,1
1594,1594,1594,1,2011-07-01,89,72,81,9,62,68,0,16,0420,1931, ,0.00,29.24,29.96,14.3,18,14.9,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,1595,1595,2,2011-07-01,89,70,80,9,63,68,0,15,-,-,TS RA,0.01,29.31,29.95,10.4,18,10.8,26,1,0,1,0,0,0,0,0,0,0,0,0,0
1596,1596,1596,1,2011-07-02,94,71,83,11,70,74,0,18,0420,1931,BR,0.00,29.25,29.95,3.9,24,8.3,26,0,0,0,0,0,0,1,0,0,0,0,0,0
1597,1597,1597,2,2011-07-02,93,73,83,11,71,74,0,18,-,-,BR,0.00,29.31,29.94,3.1,23,7.5,26,0,0,0,0,0,0,1,0,0,0,0,0,0
1598,1598,1598,1,2011-07-03,84,69,77,5,57,65,0,12,0421,1931, ,0.00,29.28,29.98,4.7,2,5.9,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,1599,1599,2,2011-07-03,86,70,78,5,58,65,0,13,-,-, ,0.00,29.33,29.96,4.4,3,6.1,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,1600,1600,1,2011-07-04,89,65,77,5,55,64,0,12,0422,1930, ,0.00,29.26,29.97,2.9,5,4.3,27,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,1601,1601,2,2011-07-04,88,68,78,5,53,63,0,13,-,-,FU,0.00,29.32,29.95,3.3,7,4.5,27,0,0,0,0,0,0,0,0,1,0,0,0,0
1602,1602,1602,1,2011-07-05,91,68,80,8,60,68,0,15,0422,1930, ,0.00,29.25,29.96,5.2,28,6.2,27,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,1603,1603,2,2011-07-05,92,67,80,8,59,68,0,15,-,-, ,0.00,29.31,29.94,4.9,26,5.6,27,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,1604,1604,1,2011-07-06,86,70,78,6,61,67,0,13,0423,1930, ,  T,29.27,29.97,5.7,4,7.5,27,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,1605,1605,2,2011-07-06,87,71,79,6,60,67,0,14,-,-, ,0.00,29.33,29.95,5.9,4,7.3,27,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,1606,1606,1,2011-07-07,82,63,73,1,53,62,0,8,0423,1930,RA,  T,29.22,29.95,5.1,7,6.2,27,0,0,1,0,0,0,0,0,0,0,0,0,0
1607,1607,1607,2,2011-07-07,81,66,74,1,55,63,0,9,-,-,RA,0.07,29.28,29.93,5.7,7,7.1,27,0,0,1,0,0,0,0,0,0,0,0,0,0
1608,1608,1608,1,2011-07-08,86,61,74,1,51,62,0,9,0424,1929, ,0.00,29.17,29.88,5.1,6,6.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,1609,1609,2,2011-07-08,86,65,76,1,52,63,0,11,-,-, ,0.00,29.22,29.86,5.2,4,6.5,27,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,1610,1610,1,2011-07-09,91,61,76,3,58,66,0,11,0425,1929, ,0.00,29.21,29.92,5.2,19,5.9,27,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,1611,1611,2,2011-07-09,90,67,79,3,60,68,0,14,-,-, ,0.00,29.27,29.9,5.4,18,6.5,27,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,1612,1612,1,2011-07-10,91,74,83,10,68,72,0,18,0425,1929,HZ,  T,29.18,29.89,9.3,19,9.7,27,0,0,0,0,0,0,0,1,0,0,0,0,0
1613,1613,1613,2,2011-07-10,91,75,83,10,67,72,0,18,-,-,HZ,  T,29.23,29.87,7.8,19,8.1,27,0,0,0,0,0,0,0,1,0,0,0,0,0
1614,1614,1614,1,2011-07-11,88,71,80,7,71,74,0,15,0426,1928,HZ,0.39,29.12,29.82,5.5,25,8.5,28,0,0,0,0,0,0,0,1,0,0,0,0,0
1615,1615,1615,2,2011-07-11,90,70,80,7,70,74,0,15,-,-,TSRA BR,0.13,29.18,29.81,5.3,24,8.0,28,1,0,1,0,0,0,1,0,0,0,0,0,0
1616,1616,1616,1,2011-07-12,87,70,79,6,63,69,0,14,0427,1928,RA,0.01,29.25,29.94,5.6,2,7.7,28,0,0,1,0,0,0,0,0,0,0,0,0,0
1617,1617,1617,2,2011-07-12,88,71,80,6,64,69,0,15,-,-,RA,0.01,29.31,29.92,4.5,4,7.0,28,0,0,1,0,0,0,0,0,0,0,0,0,0
1618,1618,1618,1,2011-07-13,74,63,69,-4,57,62,0,4,0428,1927, ,0.00,29.35,30.06,10.5,4,10.9,28,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,1619,1619,2,2011-07-13,74,66,70,-4,57,63,0,5,-,-, ,0.00,29.4,30.04,11.6,4,12.2,28,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,1620,1620,1,2011-07-14,82,59,71,-2,56,63,0,6,0428,1927, ,0.00,29.3,30.02,6.5,10,8.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
1621,1621,1621,2,2011-07-14,82,65,74,-2,56,63,0,9,-,-, ,0.00,29.35,30.0,7.3,9,8.7,28,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,1622,1622,1,2011-07-15,87,70,79,5,60,66,0,14,0429,1926, ,  T,29.27,29.98,5.4,9,6.7,28,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,1623,1623,2,2011-07-15,86,71,79,5,60,67,0,14,-,-, ,0.00,29.33,29.96,6.2,10,6.8,28,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,1624,1624,1,2011-07-16,89,71,80,6,61,68,0,15,0430,1925,RA,  T,29.32,30.02,3.4,19,4.3,28,0,0,1,0,0,0,0,0,0,0,0,0,0
1625,1625,1625,2,2011-07-16,90,74,82,6,60,68,0,17,-,-, ,0.00,29.38,30.0,2.5,19,2.7,28,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,1626,1626,1,2011-07-17,95,69,82,8,69,74,0,17,0431,1925, ,0.00,29.35,30.06,6.2,22,6.4,28,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,1627,1627,2,2011-07-17,95,74,85,8,69,74,0,20,-,-, ,0.00,29.41,30.04,6.8,23,7.2,28,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,1628,1628,1,2011-07-18,92,80,86,12,75,78,0,21,0432,1924,RA HZ,0.01,29.23,29.96,10.6,25,10.8,29,0,0,1,0,0,0,0,1,0,0,0,0,0
1629,1629,1629,2,2011-07-18,93,81,87,12,74,77,0,22,-,-,HZ,  T,29.29,29.94,11.2,24,11.7,29,0,0,0,0,0,0,0,1,0,0,0,0,0
1630,1630,1630,1,2011-07-19,93,78,86,12,72,76,0,21,0433,1923, ,0.00,29.17,29.89,4.5,7,6.2,29,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,1631,1631,2,2011-07-19,92,79,86,12,73,77,0,21,-,-,BR,0.00,29.23,29.86,3.2,6,6.6,29,0,0,0,0,0,0,1,0,0,0,0,0,0
1632,1632,1632,1,2011-07-20,99,73,86,12,73,77,0,21,0433,1923,BR HZ,0.02,29.08,29.8,9.0,23,10.7,29,0,0,0,0,0,0,1,1,0,0,0,0,0
1633,1633,1633,2,2011-07-20,100,77,89,12,73,77,0,24,-,-,TS,0.00,29.15,29.78,7.6,23,9.9,29,1,0,0,0,0,0,0,0,0,0,0,0,0
1634,1634,1634,1,2011-07-21,99,75,87,13,70,76,0,22,0434,1922,TS,0.02,29.1,29.8,6.2,28,8.8,29,1,0,0,0,0,0,0,0,0,0,0,0,0
1635,1635,1635,2,2011-07-21,101,82,92,13,72,77,0,27,-,-, ,0.00,29.16,29.77,5.3,26,10.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,1636,1636,1,2011-07-22,88,70,79,5,70,73,0,14,0435,1921,TS TSRA RA BR,1.55,29.18,29.88,1.7,9,9.0,29,1,0,1,0,0,0,1,0,0,0,0,0,0
1637,1637,1637,2,2011-07-22,100,71,79,5,70,74,0,14,-,-,TS TSRA BR,0.14,29.23,29.86,3.8,10,8.2,29,1,0,1,0,0,0,1,0,0,0,0,0,0
1638,1638,1638,1,2011-07-23,87,70,79,5,70,73,0,14,0436,1920,TS TSRA RA BR,6.86,29.23,29.95,0.8,30,5.3,29,1,0,1,0,0,0,1,0,0,0,0,0,0
1639,1639,1639,2,2011-07-23,87,70,79,5,70,73,0,14,-,-,TSRA RA BR VCTS,0.04,29.28,29.93,0.7,20,4.9,29,1,0,1,0,0,0,1,0,0,0,0,0,1
1640,1640,1640,1,2011-07-24,87,72,80,6,70,73,0,15,0437,1919,TS TSRA BR,0.18,29.26,29.97,1.5,23,6.4,29,1,0,1,0,0,0,1,0,0,0,0,0,0
1641,1641,1641,2,2011-07-24,87,72,80,6,69,72,0,15,-,-,TS TSRA VCFG,0.02,29.32,29.95,0.7,20,5.7,29,1,0,1,0,0,1,0,0,0,0,0,0,1
1642,1642,1642,1,2011-07-25,88,73,81,7,66,71,0,16,0438,1918, ,0.00,29.2,29.91,3.4,32,6.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,1643,1643,2,2011-07-25,90,73,82,7,67,71,0,17,-,-, ,0.01,29.25,29.89,2.1,35,6.1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,1644,1644,1,2011-07-26,83,71,77,3,63,68,0,12,0439,1918, ,0.00,29.18,29.88,6.3,5,8.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1645,1645,1645,2,2011-07-26,85,72,79,3,62,68,0,14,-,-, ,0.01,29.23,29.86,5.9,6,8.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1646,1646,1646,1,2011-07-27,90,68,79,5,66,70,0,14,0440,1917,TS TSRA,0.71,29.13,29.85,6.2,16,9.5,30,1,0,1,0,0,0,0,0,0,0,0,0,0
1647,1647,1647,2,2011-07-27,92,72,82,5,66,71,0,17,-,-,TS BR,  T,29.21,29.84,6.0,16,9.9,30,1,0,0,0,0,0,1,0,0,0,0,0,0
1648,1648,1648,1,2011-07-28,87,73,80,6,71,74,0,15,0441,1916,TSRA RA BR,0.70,29.2,29.89,3.2,23,6.8,30,1,0,1,0,0,0,1,0,0,0,0,0,0
1649,1649,1649,2,2011-07-28,88,74,81,6,71,74,0,16,-,-,TS RA,  T,29.26,29.87,3.3,21,6.8,30,1,0,1,0,0,0,0,0,0,0,0,0,0
1650,1650,1650,1,2011-07-29,86,71,79,5,67,71,0,14,0442,1915,BR,0.70,29.28,29.98,4.3,4,5.9,30,0,0,0,0,0,0,1,0,0,0,0,0,0
1651,1651,1651,2,2011-07-29,86,74,80,5,69,72,0,15,-,-,TSRA BR,0.36,29.34,29.96,3.5,4,5.6,30,1,0,1,0,0,0,1,0,0,0,0,0,0
1652,1652,1652,1,2011-07-30,91,67,79,5,64,70,0,14,0443,1914, ,0.00,29.35,30.05,2.4,13,3.4,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1653,1653,1653,2,2011-07-30,91,68,80,5,65,71,0,15,-,-, ,0.00,29.41,30.03,2.0,11,3.4,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1654,1654,1654,1,2011-07-31,90,68,79,5,69,73,0,14,0444,1913, ,0.00,29.35,30.06,4.9,25,5.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,1655,1655,2,2011-07-31,91,73,82,5,69,73,0,17,-,-, ,0.00,29.41,30.04,4.5,23,5.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,1656,1656,1,2011-08-01,91,74,83,10,72,75,0,18,0445,1911, ,0.00,29.28,29.99,4.2,27,4.9,31,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,1657,1657,2,2011-08-01,91,76,84,10,71,75,0,19,-,-,BR HZ,0.00,29.33,29.97,3.1,25,5.9,31,0,0,0,0,0,0,1,1,0,0,0,0,0
1658,1658,1658,1,2011-08-02,93,74,84,11,73,76,0,19,0446,1910, ,0.43,29.04,29.77,8.3,21,9.1,31,0,0,0,0,0,0,0,0,0,0,0,0,0
1659,1659,1659,2,2011-08-02,93,74,84,11,73,77,0,19,-,-,TS TSRA HZ,0.28,29.1,29.75,8.0,20,8.5,31,1,0,1,0,0,0,0,1,0,0,0,0,0
1660,1660,1660,1,2011-08-03,86,72,79,6,67,71,0,14,0447,1909, ,0.00,29.11,29.81,6.9,2,8.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
1661,1661,1661,2,2011-08-03,87,73,80,6,66,71,0,15,-,-,BR,0.00,29.16,29.78,9.6,1,10.3,31,0,0,0,0,0,0,1,0,0,0,0,0,0
1662,1662,1662,1,2011-08-04,84,69,77,4,66,69,0,12,0448,1908, ,0.00,29.25,29.94,5.3,5,6.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,1663,1663,2,2011-08-04,82,69,76,4,67,70,0,11,-,-, ,0.00,29.3,29.92,4.8,5,6.7,31,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,1664,1664,1,2011-08-05,83,69,76,3,68,71,0,11,0449,1907,RA,  T,29.21,29.93,4.0,5,5.5,31,0,0,1,0,0,0,0,0,0,0,0,0,0
1665,1665,1665,2,2011-08-05,84,70,77,3,68,71,0,12,-,-, ,  T,29.26,29.91,5.2,7,6.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,1666,1666,1,2011-08-06,85,72,79,6,70,72,0,14,0450,1906,RA BR,0.18,29.1,29.82,2.5,5,4.0,31,0,0,1,0,0,0,1,0,0,0,0,0,0
1667,1667,1667,2,2011-08-06,85,73,79,6,70,72,0,14,-,-,RA BR,0.69,29.15,29.8,1.3,3,3.7,31,0,0,1,0,0,0,1,0,0,0,0,0,0
1668,1668,1668,1,2011-08-07,86,68,77,4,69,71,0,12,0451,1904,TSRA BR,0.75,29.03,29.75,4.6,27,6.4,31,1,0,1,0,0,0,1,0,0,0,0,0,0
1669,1669,1669,2,2011-08-07,87,70,79,4,69,72,0,14,-,-,RA BR HZ,0.49,29.09,29.73,3.6,26,5.6,31,0,0,1,0,0,0,1,1,0,0,0,0,0
1670,1670,1670,1,2011-08-08,80,68,74,1,67,69,0,9,0452,1903,RA BR,0.63,29.0,29.72,4.0,4,6.2,32,0,0,1,0,0,0,1,0,0,0,0,0,0
1671,1671,1671,2,2011-08-08,80,69,75,1,67,70,0,10,-,-,TSRA RA BR,0.29,29.06,29.7,2.8,6,5.8,32,1,0,1,0,0,0,1,0,0,0,0,0,0
1672,1672,1672,1,2011-08-09,80,64,72,-1,61,66,0,7,0453,1902,BR,0.00,28.97,29.67,10.8,28,11.1,32,0,0,0,0,0,0,1,0,0,0,0,0,0
1673,1673,1673,2,2011-08-09,82,66,74,-1,61,66,0,9,-,-,BR,0.01,29.03,29.66,11.0,27,11.6,32,0,0,0,0,0,0,1,0,0,0,0,0,0
1674,1674,1674,1,2011-08-10,77,61,69,-4,54,61,0,4,0454,1900, ,0.00,29.14,29.84,7.3,31,8.7,32,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,1675,1675,2,2011-08-10,78,62,70,-4,54,61,0,5,-,-, ,0.00,29.2,29.82,4.4,31,8.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
1676,1676,1676,1,2011-08-11,81,57,69,-4,54,61,0,4,0455,1859, ,0.00,29.25,29.95,2.0,24,3.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
1677,1677,1677,2,2011-08-11,81,60,71,-4,54,61,0,6,-,-, ,0.00,29.31,29.93,2.7,23,4.2,32,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,1678,1678,1,2011-08-12,81,60,71,-2,59,64,0,6,0456,1858, ,0.00,29.22,29.94,8.3,19,8.5,32,0,0,0,0,0,0,0,0,0,0,0,0,0
1679,1679,1679,2,2011-08-12,82,65,74,-2,57,64,0,9,-,-, ,0.00,29.28,29.93,8.2,19,8.4,32,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,1680,1680,1,2011-08-13,83,62,73,0,64,66,0,8,0457,1856,RA,0.75,29.15,29.86,3.6,27,6.7,32,0,0,1,0,0,0,0,0,0,0,0,0,0
1681,1681,1681,2,2011-08-13,84,66,75,0,63,66,0,10,-,-,TS TSRA GR RA BR,0.93,29.2,29.84,5.3,24,7.8,32,1,1,1,0,0,0,1,0,0,0,0,0,0
1682,1682,1682,1,2011-08-14,75,62,69,-3,60,63,0,4,0458,1855,RA,  T,29.24,29.95,10.4,36,11.7,32,0,0,1,0,0,0,0,0,0,0,0,0,0
1683,1683,1683,2,2011-08-14,75,62,69,-3,60,63,0,4,-,-,RA,0.01,29.29,29.93,11.7,35,12.6,32,0,0,1,0,0,0,0,0,0,0,0,0,0
1684,1684,1684,1,2011-08-15,82,57,70,-2,55,62,0,5,0459,1854, ,0.00,29.28,29.98,2.4,2,4.9,33,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,1685,1685,2,2011-08-15,80,59,70,-2,55,62,0,5,-,-, ,0.00,29.33,29.96,2.7,5,5.2,33,0,0,0,0,0,0,0,0,0,0,0,0,0
1686,1686,1686,1,2011-08-16,85,61,73,1,58,64,0,8,0500,1852, ,0.00,29.32,30.03,2.9,18,3.9,33,0,0,0,0,0,0,0,0,0,0,0,0,0
1687,1687,1687,2,2011-08-16,83,63,73,1,56,63,0,8,-,-, ,0.00,29.38,30.01,2.3,18,3.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,1688,1688,1,2011-08-17,83,62,73,1,63,67,0,8,0501,1851, ,0.00,29.31,30.02,5.6,22,6.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,1689,1689,2,2011-08-17,83,65,74,1,61,67,0,9,-,-, ,0.00,29.36,30.01,6.0,21,6.2,33,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,1690,1690,1,2011-08-18,84,67,76,4,60,66,0,11,0502,1849, ,0.00,29.23,29.96,2.3,4,5.2,33,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,1691,1691,2,2011-08-18,85,71,78,4,62,67,0,13,-,-,HZ,0.00,29.28,29.94,2.8,7,5.2,33,0,0,0,0,0,0,0,1,0,0,0,0,0
1692,1692,1692,1,2011-08-19,87,64,76,5,63,68,0,11,0503,1848, ,0.00,29.18,29.89,3.3,14,5.2,33,0,0,0,0,0,0,0,0,0,0,0,0,0
1693,1693,1693,2,2011-08-19,86,67,77,5,62,68,0,12,-,-, ,0.00,29.23,29.87,4.7,13,5.8,33,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,1694,1694,1,2011-08-20,80,66,73,2,67,69,0,8,0504,1846,RA FG BR,1.11,29.22,29.92,1.3,21,3.4,33,0,0,1,0,0,1,1,0,0,0,0,0,0
1695,1695,1695,2,2011-08-20,79,68,74,2,67,69,0,9,-,-,TSRA RA BR,0.39,29.28,29.9,2.0,16,4.9,33,1,0,1,0,0,0,1,0,0,0,0,0,0
1696,1696,1696,1,2011-08-21,80,64,72,1,58,63,0,7,0505,1845,RA,  T,29.26,29.97,8.0,32,8.5,33,0,0,1,0,0,0,0,0,0,0,0,0,0
1697,1697,1697,2,2011-08-21,81,66,74,1,58,64,0,9,-,-,RA BR,0.01,29.32,29.95,7.0,32,7.6,33,0,0,1,0,0,0,1,0,0,0,0,0,0
1698,1698,1698,1,2011-08-22,82,59,71,0,59,64,0,6,0506,1843, ,0.00,29.3,30.02,1.6,26,4.1,34,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,1699,1699,2,2011-08-22,82,61,72,0,59,64,0,7,-,-, ,0.00,29.36,30.01,0.7,8,3.5,34,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,1700,1700,1,2011-08-23,73,62,68,-3,63,65,0,3,0508,1842,TSRA BR,0.65,29.1,29.86,9.1,20,9.8,34,1,0,1,0,0,0,1,0,0,0,0,0,0
1701,1701,1701,2,2011-08-23,74,66,70,-3,62,65,0,5,-,-,TSRA RA BR,0.40,29.18,29.86,8.4,20,9.5,34,1,0,1,0,0,0,1,0,0,0,0,0,0
1702,1702,1702,1,2011-08-24,92,69,81,10,65,70,0,16,0509,1840,BR,0.00,28.99,29.7,8.2,27,10.7,34,0,0,0,0,0,0,1,0,0,0,0,0,0
